month,product_group_id,product_group_name,market_revenue,revenue_amazon
2024-04-01,8,Integrated Stovetops,1393569536.0,135246960.0
2024-05-01,8,Integrated Stovetops,1622666112.0,142308352.0
2024-06-01,8,Integrated Stovetops,1302399104.0,135343136.0
2024-07-01,8,Integrated Stovetops,1497178368.0,143349248.0
2024-08-01,8,Integrated Stovetops,1470020224.0,145484864.0
2024-09-01,8,Integrated Stovetops,1495188224.0,144066880.0
2024-10-01,8,Integrated Stovetops,1527624320.0,138064880.0
2024-11-01,8,Integrated Stovetops,1385492736.0,138391168.0
2024-12-01,8,Integrated Stovetops,1469154816.0,136498592.0
2024-01-01,9,Cooking Appliances,1569735168.0,139165936.0
2024-02-01,9,Cooking Appliances,1562238848.0,160509440.0
2024-03-01,9,Cooking Appliances,1488197120.0,190513424.0
2024-04-01,9,Cooking Appliances,1456298368.0,137800160.0
2024-05-01,9,Cooking Appliances,1452864128.0,147698640.0
2024-06-01,9,Cooking Appliances,1491250944.0,150369408.0
2024-07-01,9,Cooking Appliances,1600636672.0,156233856.0
2024-08-01,9,Cooking Appliances,1481107200.0,160475536.0
2024-09-01,9,Cooking Appliances,1364549376.0,178621648.0
2024-10-01,9,Cooking Appliances,1484070656.0,164170576.0
2024-11-01,9,Cooking Appliances,1493453568.0,162129184.0
2024-12-01,9,Cooking Appliances,1502454400.0,162687136.0
2024-01-01,10,Baking Ovens,1437422720.0,141956656.0
2024-02-01,10,Baking Ovens,1422441216.0,148779088.0
2024-03-01,10,Baking Ovens,1287370752.0,135874288.0
2024-04-01,10,Baking Ovens,1418250496.0,127624624.0
2024-05-01,10,Baking Ovens,1237534848.0,118077528.0
2024-06-01,10,Baking Ovens,1290584064.0,115631328.0
2024-07-01,10,Baking Ovens,1447282560.0,131450976.0
2024-08-01,10,Baking Ovens,1573042560.0,133227400.0
2024-09-01,10,Baking Ovens,1544259328.0,146625888.0
2024-10-01,10,Baking Ovens,1411412864.0,146295152.0
2024-11-01,10,Baking Ovens,1603756800.0,131681776.0
2024-12-01,10,Baking Ovens,1276658560.0,150220832.0
2024-01-01,11,Climate Control Units,1000000000.0,134705552.0
2024-02-01,11,Climate Control Units,1000000000.0,139359392.0
2024-03-01,11,Climate Control Units,1000000000.0,136119600.0
2024-04-01,11,Climate Control Units,1000000000.0,148014208.0
2024-05-01,11,Climate Control Units,1000000000.0,143833216.0
2024-06-01,11,Climate Control Units,1000000000.0,145252944.0
2024-07-01,11,Climate Control Units,1000000000.0,135593280.0
2024-08-01,11,Climate Control Units,1000000000.0,143384672.0
2024-09-01,11,Climate Control Units,1000000000.0,139608656.0
2024-10-01,11,Climate Control Units,1000000000.0,147028256.0
2024-11-01,11,Climate Control Units,1000000000.0,142353440.0
2024-12-01,11,Climate Control Units,1000000000.0,147876096.0
2024-01-01,13,Digital Tablets,3057469952.0,448619072.0
2024-02-01,13,Digital Tablets,3255720192.0,453013952.0
2024-03-01,13,Digital Tablets,3537698048.0,446527424.0
2024-04-01,13,Digital Tablets,3141215232.0,387765152.0
2024-05-01,13,Digital Tablets,3575493376.0,436115456.0
2024-06-01,13,Digital Tablets,2916332800.0,381383360.0
2024-07-01,13,Digital Tablets,2619096064.0,358295296.0
2024-08-01,13,Digital Tablets,2657488640.0,345077280.0
2024-09-01,13,Digital Tablets,3359468288.0,429985344.0
2024-10-01,13,Digital Tablets,3292259072.0,457591168.0
2024-11-01,13,Digital Tablets,3389377536.0,459761920.0
2024-12-01,13,Digital Tablets,3237903616.0,394052768.0
2024-01-01,14,Display Screens,1376535936.0,595361856.0
2024-02-01,14,Display Screens,1374526464.0,600879040.0
2024-03-01,14,Display Screens,1400179584.0,594680000.0
2024-04-01,14,Display Screens,1406903424.0,533411648.0
2024-05-01,14,Display Screens,1355458304.0,525287552.0
2024-06-01,14,Display Screens,1432769408.0,584500352.0
2024-07-01,14,Display Screens,1576320384.0,628552000.0
2024-08-01,14,Display Screens,1498763648.0,496644640.0
2024-09-01,14,Display Screens,1347501312.0,511288384.0
2024-10-01,14,Display Screens,1298990336.0,534806848.0
2024-11-01,14,Display Screens,1352644224.0,512565344.0
2024-12-01,14,Display Screens,1298040448.0,539411648.0
2024-01-01,15,Mobile Phones & Refurbished Devices,38464184320.0,2185414400.0
2024-02-01,15,Mobile Phones & Refurbished Devices,40990359552.0,2173756160.0
2024-03-01,15,Mobile Phones & Refurbished Devices,34771451904.0,2022607360.0
2024-04-01,15,Mobile Phones & Refurbished Devices,44417658880.0,2158919936.0
2024-05-01,15,Mobile Phones & Refurbished Devices,35650777088.0,1815522304.0
2024-06-01,15,Mobile Phones & Refurbished Devices,36822802432.0,2287291136.0
2024-07-01,15,Mobile Phones & Refurbished Devices,39323811840.0,2256859648.0
2024-08-01,15,Mobile Phones & Refurbished Devices,45452582912.0,2476927488.0
2024-09-01,15,Mobile Phones & Refurbished Devices,39842992128.0,2057922432.0
2024-10-01,15,Mobile Phones & Refurbished Devices,44395081728.0,2392421376.0
2024-11-01,15,Mobile Phones & Refurbished Devices,36995117056.0,2160836608.0
2024-12-01,15,Mobile Phones & Refurbished Devices,38004838400.0,2327614464.0
2024-01-01,16,Flat-Screen TVs,9538936832.0,769291776.0
2024-02-01,16,Flat-Screen TVs,12024270848.0,1024883648.0
2024-03-01,16,Flat-Screen TVs,11861737472.0,1070568768.0
2024-04-01,16,Flat-Screen TVs,10285193216.0,1019581312.0
2024-05-01,16,Flat-Screen TVs,11225756672.0,897459456.0
2024-06-01,16,Flat-Screen TVs,9432290304.0,663029120.0
2024-07-01,16,Flat-Screen TVs,9306265600.0,874692480.0
2024-08-01,16,Flat-Screen TVs,10593445888.0,1194230016.0
2024-09-01,16,Flat-Screen TVs,11956686848.0,1140675328.0
2024-10-01,16,Flat-Screen TVs,10680081408.0,1027288832.0
2024-11-01,16,Flat-Screen TVs,10682304512.0,1106877056.0
2024-12-01,16,Flat-Screen TVs,10345848832.0,876480768.0
2024-01-01,17,Floor Cleaning Devices,4206923264.0,693678720.0
2024-02-01,17,Floor Cleaning Devices,4162466816.0,754320704.0
2024-03-01,17,Floor Cleaning Devices,4686188544.0,701672768.0
2024-04-01,17,Floor Cleaning Devices,4730977792.0,838895872.0
2024-05-01,17,Floor Cleaning Devices,4843836416.0,808249536.0
2024-06-01,17,Floor Cleaning Devices,4919137792.0,792378752.0
2024-07-01,17,Floor Cleaning Devices,4825634816.0,839924992.0
2024-08-01,17,Floor Cleaning Devices,4619234304.0,652255232.0
2024-09-01,17,Floor Cleaning Devices,4415613952.0,719501312.0
2024-10-01,17,Floor Cleaning Devices,4479079424.0,692488576.0
2024-11-01,17,Floor Cleaning Devices,4988594688.0,704159296.0
2024-12-01,17,Floor Cleaning Devices,4394769408.0,731651008.0
2024-01-01,18,Fabric Care Appliances,1699670528.0,259718352.0
2024-02-01,18,Fabric Care Appliances,1572361728.0,169515808.0
2024-03-01,18,Fabric Care Appliances,1641884928.0,237962608.0
2024-04-01,18,Fabric Care Appliances,1510709888.0,237586352.0
2024-05-01,18,Fabric Care Appliances,1506562816.0,217722992.0
2024-06-01,18,Fabric Care Appliances,1760591104.0,251370912.0
2024-07-01,18,Fabric Care Appliances,1416841600.0,247503120.0
2024-08-01,18,Fabric Care Appliances,1496139520.0,251692960.0
2024-09-01,18,Fabric Care Appliances,1466906496.0,253933744.0
2024-10-01,18,Fabric Care Appliances,1458631680.0,238062496.0
2024-11-01,18,Fabric Care Appliances,1724614528.0,280796288.0
2024-12-01,18,Fabric Care Appliances,1536272896.0,288391840.0
2024-01-01,19,Electric Cookware,1000000000.0,149830048.0
2024-02-01,19,Electric Cookware,1000000000.0,148211376.0
2024-03-01,19,Electric Cookware,1000000000.0,136251184.0
2024-04-01,19,Electric Cookware,1000000000.0,155455504.0
2024-05-01,19,Electric Cookware,1000000000.0,158305360.0
2024-06-01,19,Electric Cookware,1000000000.0,139237360.0
2024-07-01,19,Electric Cookware,1000000000.0,144592672.0
2024-08-01,19,Electric Cookware,1000000000.0,141961424.0
2024-09-01,19,Electric Cookware,1000000000.0,147114000.0
2024-10-01,19,Electric Cookware,1000000000.0,146829136.0
2024-11-01,19,Electric Cookware,1000000000.0,146372432.0
2024-12-01,19,Electric Cookware,1000000000.0,130122128.0
2024-01-01,21,Smart Wearables,2427762944.0,217626880.0
2024-02-01,21,Smart Wearables,2583419648.0,241050640.0
2024-03-01,21,Smart Wearables,2559651840.0,212573632.0
2024-04-01,21,Smart Wearables,2625497088.0,184000640.0
2024-05-01,21,Smart Wearables,2522981120.0,228074336.0
2024-06-01,21,Smart Wearables,2382404352.0,217317040.0
2024-07-01,21,Smart Wearables,2516977408.0,186550160.0
2024-08-01,21,Smart Wearables,2428506368.0,167113056.0
2024-09-01,21,Smart Wearables,2357118464.0,189492464.0
2024-10-01,21,Smart Wearables,2622384896.0,211628752.0
2024-11-01,21,Smart Wearables,2388363008.0,186363840.0
2024-12-01,21,Smart Wearables,2310058496.0,191964896.0
2024-01-01,23,Hot Beverage Machines,1626299648.0,294536000.0
2024-02-01,23,Hot Beverage Machines,1554643584.0,326259200.0
2024-03-01,23,Hot Beverage Machines,1459087104.0,324354848.0
2024-04-01,23,Hot Beverage Machines,1342168320.0,279360352.0
2024-05-01,23,Hot Beverage Machines,1517486464.0,314190080.0
2024-06-01,23,Hot Beverage Machines,1422445696.0,288456416.0
2024-07-01,23,Hot Beverage Machines,1422640256.0,281295424.0
2024-08-01,23,Hot Beverage Machines,1439397888.0,281385856.0
2024-09-01,23,Hot Beverage Machines,1375312128.0,280040192.0
2024-10-01,23,Hot Beverage Machines,1524702464.0,270150400.0
2024-11-01,23,Hot Beverage Machines,1465517312.0,259622928.0
2024-12-01,23,Hot Beverage Machines,1452497408.0,272813312.0
2024-01-01,26,Kitchen Prep Appliances,1544314112.0,228513728.0
2024-02-01,26,Kitchen Prep Appliances,1488180736.0,224964768.0
2024-03-01,26,Kitchen Prep Appliances,1494329984.0,253495856.0
2024-04-01,26,Kitchen Prep Appliances,1729494400.0,224594864.0
2024-05-01,26,Kitchen Prep Appliances,1491460608.0,234465008.0
2024-06-01,26,Kitchen Prep Appliances,1560837376.0,241900352.0
2024-07-01,26,Kitchen Prep Appliances,1576469248.0,234457936.0
2024-08-01,26,Kitchen Prep Appliances,1718820864.0,242181936.0
2024-09-01,26,Kitchen Prep Appliances,1440167552.0,254313360.0
2024-10-01,26,Kitchen Prep Appliances,1632505984.0,232041984.0
2024-11-01,26,Kitchen Prep Appliances,1292488960.0,215163088.0
2024-12-01,26,Kitchen Prep Appliances,1692364416.0,241897200.0
2024-01-01,27,Electric Razors,1000000000.0,272539872.0
2024-02-01,27,Electric Razors,1000000000.0,271431264.0
2024-03-01,27,Electric Razors,1000000000.0,246717264.0
2024-04-01,27,Electric Razors,1000000000.0,276063264.0
2024-05-01,27,Electric Razors,1000000000.0,255294352.0
2024-06-01,27,Electric Razors,1000000000.0,254691312.0
2024-07-01,27,Electric Razors,1000000000.0,249425632.0
2024-08-01,27,Electric Razors,1000000000.0,264645600.0
2024-09-01,27,Electric Razors,1000000000.0,259845440.0
2024-10-01,27,Electric Razors,1000000000.0,256276832.0
2024-11-01,27,Electric Razors,1000000000.0,264695520.0
2024-12-01,27,Electric Razors,1000000000.0,265735200.0
2024-01-01,29,All-in-One Printers & Printers,1000000000.0,222600848.0
2024-02-01,29,All-in-One Printers & Printers,1000000000.0,221817648.0
2024-03-01,29,All-in-One Printers & Printers,1000000000.0,210869152.0
2024-04-01,29,All-in-One Printers & Printers,1000000000.0,222065520.0
2024-05-01,29,All-in-One Printers & Printers,1000000000.0,217399824.0
2024-06-01,29,All-in-One Printers & Printers,1000000000.0,207915488.0
2024-07-01,29,All-in-One Printers & Printers,1000000000.0,209777184.0
2024-08-01,29,All-in-One Printers & Printers,1000000000.0,221085184.0
2024-09-01,29,All-in-One Printers & Printers,1000000000.0,204057040.0
2024-10-01,29,All-in-One Printers & Printers,1000000000.0,203275792.0
2024-11-01,29,All-in-One Printers & Printers,1000000000.0,205484560.0
2024-12-01,29,All-in-One Printers & Printers,1000000000.0,211778576.0
2024-01-01,30,Electric Kettles & Heaters,1000000000.0,132284416.0
2024-02-01,30,Electric Kettles & Heaters,1000000000.0,129980112.0
2024-03-01,30,Electric Kettles & Heaters,1000000000.0,135744848.0
2024-04-01,30,Electric Kettles & Heaters,1000000000.0,137024256.0
2024-05-01,30,Electric Kettles & Heaters,1000000000.0,131967968.0
2024-06-01,30,Electric Kettles & Heaters,1000000000.0,136311104.0
2024-07-01,30,Electric Kettles & Heaters,1000000000.0,139036688.0
2024-08-01,30,Electric Kettles & Heaters,1000000000.0,138477760.0
2024-09-01,30,Electric Kettles & Heaters,1000000000.0,138847920.0
2024-10-01,30,Electric Kettles & Heaters,1000000000.0,136809040.0
2024-11-01,30,Electric Kettles & Heaters,1000000000.0,135064800.0
2024-12-01,30,Electric Kettles & Heaters,1000000000.0,135545520.0
2024-01-01,34,Sandwich Makers & Grills,1000000000.0,151179568.0
2024-02-01,34,Sandwich Makers & Grills,1000000000.0,152341824.0
2024-03-01,34,Sandwich Makers & Grills,1000000000.0,163626240.0
2024-04-01,34,Sandwich Makers & Grills,1000000000.0,153002880.0
2024-05-01,34,Sandwich Makers & Grills,1000000000.0,152802576.0
2024-06-01,34,Sandwich Makers & Grills,1000000000.0,149198656.0
2024-07-01,34,Sandwich Makers & Grills,1000000000.0,149251776.0
2024-08-01,34,Sandwich Makers & Grills,1000000000.0,163338448.0
2024-09-01,34,Sandwich Makers & Grills,1000000000.0,153657248.0
2024-10-01,34,Sandwich Makers & Grills,1000000000.0,156531696.0
2024-11-01,34,Sandwich Makers & Grills,1000000000.0,149312560.0
2024-12-01,34,Sandwich Makers & Grills,1000000000.0,165915824.0
2024-01-01,36,Mice & Keyboards,1534680576.0,448837696.0
2024-02-01,36,Mice & Keyboards,1436080256.0,449595776.0
2024-03-01,36,Mice & Keyboards,1488322816.0,471997280.0
2024-04-01,36,Mice & Keyboards,1463485184.0,434364192.0
2024-05-01,36,Mice & Keyboards,1461006720.0,426995904.0
2024-06-01,36,Mice & Keyboards,1469548416.0,378426688.0
2024-07-01,36,Mice & Keyboards,1467282688.0,426773856.0
2024-08-01,36,Mice & Keyboards,1426454912.0,350149408.0
2024-09-01,36,Mice & Keyboards,1461997696.0,386196768.0
2024-10-01,36,Mice & Keyboards,1507516160.0,407642976.0
2024-11-01,36,Mice & Keyboards,1391599872.0,465237152.0
2024-12-01,36,Mice & Keyboards,1726403968.0,416189472.0
2024-01-01,39,Desktop Computers,1572251392.0,389302144.0
2024-02-01,39,Desktop Computers,1401311744.0,410631328.0
2024-03-01,39,Desktop Computers,1578458240.0,393771488.0
2024-04-01,39,Desktop Computers,1567004928.0,492986624.0
2024-05-01,39,Desktop Computers,1692968448.0,469489824.0
2024-06-01,39,Desktop Computers,1584484480.0,522603040.0
2024-07-01,39,Desktop Computers,1684366592.0,551819648.0
2024-08-01,39,Desktop Computers,1749356672.0,524991712.0
2024-09-01,39,Desktop Computers,1588573312.0,448098848.0
2024-10-01,39,Desktop Computers,1844818560.0,524680320.0
2024-11-01,39,Desktop Computers,1815968384.0,496237664.0
2024-12-01,39,Desktop Computers,1608091008.0,413014944.0
2024-01-01,40,Audio Headsets,2721082368.0,377291424.0
2024-02-01,40,Audio Headsets,2777879296.0,356566816.0
2024-03-01,40,Audio Headsets,4362309120.0,537490624.0
2024-04-01,40,Audio Headsets,4240338688.0,474856800.0
2024-05-01,40,Audio Headsets,3849787136.0,597466432.0
2024-06-01,40,Audio Headsets,3826562560.0,424584128.0
2024-07-01,40,Audio Headsets,4569747968.0,642776128.0
2024-08-01,40,Audio Headsets,3719767296.0,411151840.0
2024-09-01,40,Audio Headsets,3405869568.0,383420864.0
2024-10-01,40,Audio Headsets,3444142080.0,438167648.0
2024-11-01,40,Audio Headsets,3021223168.0,403173920.0
2024-12-01,40,Audio Headsets,3584712960.0,583721792.0
2024-01-01,43,Communication Gadgets,1516262272.0,334643840.0
2024-02-01,43,Communication Gadgets,1758839808.0,352569632.0
2024-03-01,43,Communication Gadgets,1765832576.0,314685376.0
2024-04-01,43,Communication Gadgets,1688430592.0,318829568.0
2024-05-01,43,Communication Gadgets,1676679680.0,247332208.0
2024-06-01,43,Communication Gadgets,1744505984.0,345242400.0
2024-07-01,43,Communication Gadgets,1623655040.0,326348608.0
2024-08-01,43,Communication Gadgets,1625566080.0,338989504.0
2024-09-01,43,Communication Gadgets,1479361536.0,309769344.0
2024-10-01,43,Communication Gadgets,1586824192.0,309769344.0
2024-11-01,43,Communication Gadgets,1492841216.0,349304416.0
2024-12-01,43,Communication Gadgets,1564713344.0,314651520.0
